#File	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Female_S1_R1_001.fastq.gz	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Female_S1_R2_001.fastq.gz
#Total	121737828
#Matched	8242143	6.77040%
#Name	Reads	ReadsPct
40567	369	0.00030%
7231	367	0.00030%
78491	367	0.00030%
137734	364	0.00030%
396	363	0.00030%
10079	361	0.00030%
14743	361	0.00030%
64	360	0.00030%
22852	356	0.00029%
23826	356	0.00029%
13770	354	0.00029%
17444	354	0.00029%
37968	354	0.00029%
14446	353	0.00029%
27657	352	0.00029%
4077	352	0.00029%
3009	350	0.00029%
13926	347	0.00029%
20404	347	0.00029%
36477	347	0.00029%
18967	346	0.00028%
8857	345	0.00028%
12343	344	0.00028%
23158	343	0.00028%
1401	341	0.00028%
3405	340	0.00028%
39151	339	0.00028%
9701	337	0.00028%
5515	335	0.00028%
26479	333	0.00027%
23484	332	0.00027%
46280	331	0.00027%
139189	329	0.00027%
20978	329	0.00027%
111208	325	0.00027%
3	323	0.00027%
57000	323	0.00027%
5	321	0.00026%
41351	320	0.00026%
61009	318	0.00026%
107651	317	0.00026%
10976	317	0.00026%
113811	317	0.00026%
21806	317	0.00026%
5378	316	0.00026%
32505	315	0.00026%
3492	315	0.00026%
3465	314	0.00026%
55821	314	0.00026%
920	314	0.00026%
17833	313	0.00026%
21059	313	0.00026%
105557	312	0.00026%
1810	312	0.00026%
58297	310	0.00025%
10719	309	0.00025%
16552	309	0.00025%
45007	309	0.00025%
816	309	0.00025%
138485	308	0.00025%
611	305	0.00025%
4215	304	0.00025%
62494	302	0.00025%
6400	302	0.00025%
7723	302	0.00025%
940	301	0.00025%
12022	300	0.00025%
17302	297	0.00024%
42488	297	0.00024%
4441	294	0.00024%
9203	294	0.00024%
23353	293	0.00024%
81604	292	0.00024%
34036	290	0.00024%
43314	289	0.00024%
5210	288	0.00024%
8614	288	0.00024%
2671	287	0.00024%
843	287	0.00024%
1559	286	0.00023%
58947	286	0.00023%
8683	286	0.00023%
35643	285	0.00023%
2323	284	0.00023%
43816	284	0.00023%
12527	283	0.00023%
27603	283	0.00023%
118287	278	0.00023%
162959	276	0.00023%
15898	275	0.00023%
10062	274	0.00023%
10376	273	0.00022%
105273	272	0.00022%
18543	272	0.00022%
14390	271	0.00022%
312	271	0.00022%
36782	271	0.00022%
95	271	0.00022%
18091	270	0.00022%
5514	270	0.00022%
7131	270	0.00022%
2173	268	0.00022%
264198	267	0.00022%
4016	267	0.00022%
23522	266	0.00022%
3875	266	0.00022%
22378	265	0.00022%
60648	264	0.00022%
63043	264	0.00022%
67445	263	0.00022%
8478	263	0.00022%
80535	262	0.00022%
855	261	0.00021%
38728	260	0.00021%
83066	260	0.00021%
81874	259	0.00021%
11168	258	0.00021%
166049	257	0.00021%
14104	256	0.00021%
44620	256	0.00021%
12027	255	0.00021%
27999	254	0.00021%
1118	253	0.00021%
13236	252	0.00021%
16693	252	0.00021%
6074	252	0.00021%
1188	251	0.00021%
223	251	0.00021%
2115	250	0.00021%
15809	248	0.00020%
42930	247	0.00020%
519	247	0.00020%
2311	245	0.00020%
64817	245	0.00020%
23646	244	0.00020%
4385	243	0.00020%
10017	242	0.00020%
61120	241	0.00020%
83911	241	0.00020%
2228	238	0.00020%
24471	238	0.00020%
26345	238	0.00020%
780	238	0.00020%
1194	237	0.00019%
1399	237	0.00019%
24508	237	0.00019%
37884	237	0.00019%
395	237	0.00019%
13618	236	0.00019%
2647	236	0.00019%
5087	236	0.00019%
10830	234	0.00019%
838	234	0.00019%
31436	233	0.00019%
12614	231	0.00019%
15561	231	0.00019%
18653	231	0.00019%
727	231	0.00019%
28858	230	0.00019%
17598	229	0.00019%
10289	227	0.00019%
1962	226	0.00019%
32952	226	0.00019%
21476	225	0.00018%
8383	225	0.00018%
3681	222	0.00018%
7223	222	0.00018%
81412	222	0.00018%
21071	220	0.00018%
29631	220	0.00018%
40627	220	0.00018%
127560	218	0.00018%
7536	210	0.00017%
3107	209	0.00017%
6694	209	0.00017%
1494	208	0.00017%
27194	206	0.00017%
87851	205	0.00017%
23732	203	0.00017%
4830	202	0.00017%
9240	202	0.00017%
19559	201	0.00017%
72504	201	0.00017%
25907	200	0.00016%
12910	199	0.00016%
5640	197	0.00016%
13966	196	0.00016%
23570	196	0.00016%
28154	196	0.00016%
30977	196	0.00016%
6078	196	0.00016%
7440	196	0.00016%
110741	195	0.00016%
15889	195	0.00016%
58467	195	0.00016%
201286	194	0.00016%
127039	193	0.00016%
51279	192	0.00016%
12674	191	0.00016%
178958	191	0.00016%
2973	191	0.00016%
9874	191	0.00016%
113	190	0.00016%
1894	190	0.00016%
189680	190	0.00016%
3828	190	0.00016%
6394	189	0.00016%
17744	188	0.00015%
120574	187	0.00015%
138672	186	0.00015%
26990	185	0.00015%
38712	185	0.00015%
2119	184	0.00015%
43628	184	0.00015%
25657	183	0.00015%
21833	182	0.00015%
37164	182	0.00015%
83160	181	0.00015%
75890	180	0.00015%
1206	179	0.00015%
88515	179	0.00015%
31825	178	0.00015%
1404	177	0.00015%
180746	177	0.00015%
137228	175	0.00014%
251	175	0.00014%
14041	174	0.00014%
2232	174	0.00014%
13993	173	0.00014%
10098	172	0.00014%
10717	172	0.00014%
26248	172	0.00014%
4546	172	0.00014%
4569	172	0.00014%
5077	171	0.00014%
54137	171	0.00014%
16575	170	0.00014%
24342	170	0.00014%
3040	170	0.00014%
2858	169	0.00014%
31432	168	0.00014%
3625	168	0.00014%
50093	168	0.00014%
11421	167	0.00014%
9786	167	0.00014%
1419	166	0.00014%
29476	166	0.00014%
30668	166	0.00014%
7898	166	0.00014%
10414	165	0.00014%
116648	165	0.00014%
34803	165	0.00014%
78718	165	0.00014%
5421	164	0.00013%
617	164	0.00013%
92218	164	0.00013%
103094	163	0.00013%
9124	163	0.00013%
968	163	0.00013%
1704	162	0.00013%
27428	162	0.00013%
56763	162	0.00013%
34237	161	0.00013%
3980	161	0.00013%
81157	161	0.00013%
21742	160	0.00013%
916	160	0.00013%
26484	159	0.00013%
32630	159	0.00013%
47079	159	0.00013%
51367	159	0.00013%
15803	158	0.00013%
32723	158	0.00013%
37519	158	0.00013%
15688	157	0.00013%
20280	157	0.00013%
4514	157	0.00013%
3363	156	0.00013%
14500	154	0.00013%
9001	154	0.00013%
1654	153	0.00013%
4224	153	0.00013%
10040	152	0.00012%
2409	152	0.00012%
67851	151	0.00012%
65044	150	0.00012%
83694	150	0.00012%
17304	149	0.00012%
4499	149	0.00012%
10555	148	0.00012%
2884	148	0.00012%
6640	148	0.00012%
171129	147	0.00012%
7816	146	0.00012%
21853	145	0.00012%
43240	144	0.00012%
11619	143	0.00012%
12626	143	0.00012%
307	143	0.00012%
16259	142	0.00012%
