#File	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Male_S4_R1_001.fastq.gz	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Male_S4_R2_001.fastq.gz
#Total	108806166
#Matched	24018747	22.07480%
#Name	Reads	ReadsPct
12	5405	0.00497%
29518	5405	0.00497%
91282	5396	0.00496%
2650	5393	0.00496%
11834	5385	0.00495%
17468	5366	0.00493%
20431	5351	0.00492%
7844	5300	0.00487%
6571	5283	0.00486%
15137	5275	0.00485%
7288	5237	0.00481%
6208	5201	0.00478%
38580	5184	0.00476%
2642	5182	0.00476%
2567	5180	0.00476%
3514	5175	0.00476%
7555	5174	0.00476%
6468	5123	0.00471%
24107	5097	0.00468%
22152	5070	0.00466%
7114	5054	0.00464%
1157	4983	0.00458%
2908	4950	0.00455%
19361	4914	0.00452%
75215	4911	0.00451%
186501	4905	0.00451%
6081	4900	0.00450%
26329	4875	0.00448%
79283	4859	0.00447%
62400	4834	0.00444%
3578	4827	0.00444%
78651	4827	0.00444%
6099	4826	0.00444%
4066	4788	0.00440%
52620	4787	0.00440%
12291	4758	0.00437%
11539	4724	0.00434%
478	4640	0.00426%
917	4614	0.00424%
6507	4602	0.00423%
56947	4536	0.00417%
1232	4487	0.00412%
383	4481	0.00412%
80861	4456	0.00410%
85167	4444	0.00408%
5948	4440	0.00408%
46189	4438	0.00408%
1618	4405	0.00405%
36985	4400	0.00404%
49822	4382	0.00403%
8375	4367	0.00401%
71882	4353	0.00400%
20120	4318	0.00397%
7332	4293	0.00395%
1486	4217	0.00388%
7976	4159	0.00382%
69409	4155	0.00382%
389	4144	0.00381%
66672	4094	0.00376%
32794	4080	0.00375%
7702	4067	0.00374%
76420	4021	0.00370%
1030	3998	0.00367%
41504	3970	0.00365%
7051	3893	0.00358%
10269	3880	0.00357%
17003	3876	0.00356%
34881	3867	0.00355%
16456	3865	0.00355%
1305	3860	0.00355%
84446	3854	0.00354%
47562	3807	0.00350%
33757	3801	0.00349%
970	3796	0.00349%
8005	3736	0.00343%
740	3724	0.00342%
71874	3662	0.00337%
177923	3643	0.00335%
21814	3639	0.00334%
2529	3627	0.00333%
9502	3614	0.00332%
1990	3541	0.00325%
20404	3525	0.00324%
17585	3518	0.00323%
166715	3508	0.00322%
16932	3464	0.00318%
11881	3463	0.00318%
27327	3460	0.00318%
84065	3451	0.00317%
2907	3432	0.00315%
112670	3423	0.00315%
17438	3422	0.00315%
4085	3420	0.00314%
3474	3360	0.00309%
20739	3319	0.00305%
14088	3311	0.00304%
114872	3291	0.00302%
1320	3285	0.00302%
11690	3281	0.00302%
80836	3274	0.00301%
1541	3269	0.00300%
23823	3266	0.00300%
21669	3260	0.00300%
190753	3254	0.00299%
10792	3235	0.00297%
8493	3226	0.00296%
1136	3211	0.00295%
1401	3196	0.00294%
24911	3181	0.00292%
49071	3165	0.00291%
72870	3164	0.00291%
2954	3161	0.00291%
15515	3134	0.00288%
8683	3133	0.00288%
10166	3131	0.00288%
66139	3123	0.00287%
48568	3098	0.00285%
8888	3081	0.00283%
7275	3070	0.00282%
11043	3069	0.00282%
1179	3067	0.00282%
12039	3059	0.00281%
4573	3049	0.00280%
18255	3044	0.00280%
43966	3043	0.00280%
771	3030	0.00278%
2468	3024	0.00278%
4526	3022	0.00278%
1073	3020	0.00278%
4590	3000	0.00276%
1239	2972	0.00273%
12840	2970	0.00273%
36608	2957	0.00272%
9	2952	0.00271%
8807	2941	0.00270%
90597	2941	0.00270%
8261	2931	0.00269%
99674	2920	0.00268%
274	2913	0.00268%
40126	2906	0.00267%
11497	2896	0.00266%
816	2894	0.00266%
3561	2882	0.00265%
190625	2857	0.00263%
14891	2852	0.00262%
71654	2846	0.00262%
577	2845	0.00261%
34390	2843	0.00261%
89710	2839	0.00261%
904	2837	0.00261%
21419	2834	0.00260%
23530	2833	0.00260%
40024	2830	0.00260%
7499	2829	0.00260%
786	2827	0.00260%
4226	2801	0.00257%
31704	2797	0.00257%
26094	2786	0.00256%
56849	2785	0.00256%
1148	2782	0.00256%
55312	2777	0.00255%
3107	2768	0.00254%
14387	2760	0.00254%
2169	2743	0.00252%
6297	2735	0.00251%
26319	2734	0.00251%
5567	2721	0.00250%
68701	2698	0.00248%
759	2672	0.00246%
21092	2662	0.00245%
1015	2633	0.00242%
17381	2632	0.00242%
1590	2622	0.00241%
1564	2620	0.00241%
78067	2614	0.00240%
27635	2580	0.00237%
10902	2579	0.00237%
42961	2577	0.00237%
519	2558	0.00235%
12151	2535	0.00233%
4977	2524	0.00232%
12494	2521	0.00232%
29425	2486	0.00228%
6371	2485	0.00228%
12425	2483	0.00228%
12462	2477	0.00228%
3586	2463	0.00226%
79824	2450	0.00225%
34184	2449	0.00225%
4	2445	0.00225%
1639	2408	0.00221%
18368	2408	0.00221%
73220	2408	0.00221%
92428	2390	0.00220%
1628	2379	0.00219%
69430	2375	0.00218%
3743	2362	0.00217%
10423	2361	0.00217%
3427	2358	0.00217%
58496	2353	0.00216%
3533	2322	0.00213%
23436	2321	0.00213%
2067	2293	0.00211%
33513	2292	0.00211%
16657	2289	0.00210%
100702	2287	0.00210%
32460	2285	0.00210%
26898	2263	0.00208%
103	2260	0.00208%
43314	2237	0.00206%
9359	2218	0.00204%
2173	2212	0.00203%
59235	2212	0.00203%
4447	2201	0.00202%
39167	2191	0.00201%
919	2188	0.00201%
37	2184	0.00201%
6891	2173	0.00200%
6795	2171	0.00200%
107361	2154	0.00198%
13772	2149	0.00198%
47441	2137	0.00196%
5515	2136	0.00196%
7374	2106	0.00194%
15214	2099	0.00193%
1364	2091	0.00192%
18332	2091	0.00192%
32695	2083	0.00191%
26158	2075	0.00191%
2828	2067	0.00190%
105557	2042	0.00188%
13926	2042	0.00188%
637	2037	0.00187%
4276	2030	0.00187%
1345	2022	0.00186%
50851	2022	0.00186%
5	2020	0.00186%
1742	2002	0.00184%
44872	1996	0.00183%
189601	1987	0.00183%
25907	1986	0.00183%
2728	1985	0.00182%
139189	1980	0.00182%
270807	1974	0.00181%
37968	1920	0.00176%
53013	1917	0.00176%
165773	1912	0.00176%
6400	1912	0.00176%
12910	1909	0.00175%
126532	1908	0.00175%
2558	1900	0.00175%
5052	1893	0.00174%
84975	1889	0.00174%
40895	1884	0.00173%
7670	1868	0.00172%
16305	1865	0.00171%
95242	1854	0.00170%
4230	1831	0.00168%
30104	1814	0.00167%
5369	1808	0.00166%
46280	1799	0.00165%
4016	1794	0.00165%
95	1794	0.00165%
52652	1787	0.00164%
7003	1781	0.00164%
82644	1781	0.00164%
312	1772	0.00163%
21806	1770	0.00163%
1613	1761	0.00162%
16552	1759	0.00162%
14929	1752	0.00161%
8091	1735	0.00159%
27603	1722	0.00158%
19720	1721	0.00158%
101451	1717	0.00158%
890	1708	0.00157%
19073	1698	0.00156%
22314	1698	0.00156%
51017	1692	0.00156%
2521	1687	0.00155%
5578	1685	0.00155%
3000	1682	0.00155%
51738	1682	0.00155%
6002	1668	0.00153%
18328	1663	0.00153%
58297	1651	0.00152%
7698	1651	0.00152%
2647	1640	0.00151%
27999	1640	0.00151%
16693	1633	0.00150%
1018	1600	0.00147%
64	1598	0.00147%
13231	1587	0.00146%
2584	1584	0.00146%
2455	1573	0.00145%
22505	1572	0.00144%
80494	1572	0.00144%
54885	1554	0.00143%
60648	1549	0.00142%
36489	1539	0.00141%
85132	1532	0.00141%
49817	1527	0.00140%
8857	1521	0.00140%
2818	1519	0.00140%
2311	1516	0.00139%
83911	1511	0.00139%
71521	1506	0.00138%
32952	1500	0.00138%
6694	1477	0.00136%
162257	1470	0.00135%
933	1443	0.00133%
39320	1439	0.00132%
7596	1439	0.00132%
419	1436	0.00132%
27657	1432	0.00132%
30867	1428	0.00131%
14743	1419	0.00130%
20978	1416	0.00130%
37884	1411	0.00130%
23247	1408	0.00129%
72504	1390	0.00128%
2119	1389	0.00128%
67158	1388	0.00128%
38712	1387	0.00127%
41351	1379	0.00127%
114	1375	0.00126%
1865	1373	0.00126%
9044	1372	0.00126%
62126	1369	0.00126%
23484	1368	0.00126%
7231	1357	0.00125%
36219	1353	0.00124%
3465	1346	0.00124%
42636	1334	0.00123%
4296	1333	0.00123%
27355	1328	0.00122%
22683	1327	0.00122%
45007	1326	0.00122%
395	1313	0.00121%
56432	1301	0.00120%
29602	1293	0.00119%
9174	1293	0.00119%
49834	1278	0.00117%
772	1275	0.00117%
1617	1273	0.00117%
3	1272	0.00117%
6640	1270	0.00117%
15809	1264	0.00116%
61120	1263	0.00116%
14537	1260	0.00116%
1399	1258	0.00116%
83746	1249	0.00115%
24508	1243	0.00114%
475	1242	0.00114%
17444	1226	0.00113%
402	1216	0.00112%
56763	1216	0.00112%
14446	1213	0.00111%
67412	1196	0.00110%
6961	1192	0.00110%
10281	1190	0.00109%
31432	1188	0.00109%
36477	1180	0.00108%
5640	1175	0.00108%
4385	1174	0.00108%
10017	1172	0.00108%
81874	1149	0.00106%
23522	1148	0.00106%
32429	1148	0.00106%
17598	1141	0.00105%
137734	1137	0.00104%
34806	1136	0.00104%
30977	1135	0.00104%
14390	1131	0.00104%
23826	1131	0.00104%
189680	1127	0.00104%
127560	1118	0.00103%
3332	1109	0.00102%
6716	1103	0.00101%
16565	1099	0.00101%
8478	1098	0.00101%
22758	1087	0.00100%
80535	1086	0.00100%
8614	1086	0.00100%
4569	1080	0.00099%
1404	1079	0.00099%
58411	1074	0.00099%
118287	1069	0.00098%
150517	1059	0.00097%
8464	1058	0.00097%
13770	1057	0.00097%
66244	1055	0.00097%
10289	1049	0.00096%
2232	1040	0.00096%
3681	1033	0.00095%
3492	1024	0.00094%
61009	1024	0.00094%
39151	1023	0.00094%
83694	1022	0.00094%
17796	1021	0.00094%
57000	1019	0.00094%
15889	1018	0.00094%
3009	1015	0.00093%
727	1015	0.00093%
3892	1013	0.00093%
178958	1011	0.00093%
1863	1011	0.00093%
2228	1000	0.00092%
16114	998	0.00092%
2962	989	0.00091%
113811	988	0.00091%
2060	986	0.00091%
90843	986	0.00091%
278	982	0.00090%
39830	971	0.00089%
63043	971	0.00089%
135170	970	0.00089%
19869	954	0.00088%
17833	953	0.00088%
78491	953	0.00088%
1494	952	0.00087%
21833	950	0.00087%
70591	948	0.00087%
40567	946	0.00087%
10079	938	0.00086%
780	937	0.00086%
940	934	0.00086%
4077	932	0.00086%
3875	924	0.00085%
62494	923	0.00085%
34803	919	0.00084%
25224	917	0.00084%
7816	917	0.00084%
10719	916	0.00084%
10555	915	0.00084%
58947	913	0.00084%
2115	912	0.00084%
32505	911	0.00084%
223	909	0.00084%
70262	905	0.00083%
396	904	0.00083%
40627	901	0.00083%
81412	900	0.00083%
2526	896	0.00082%
65551	890	0.00082%
83160	890	0.00082%
8584	890	0.00082%
18967	888	0.00082%
11069	883	0.00081%
166049	883	0.00081%
130543	882	0.00081%
3978	879	0.00081%
64817	878	0.00081%
25022	877	0.00081%
23158	876	0.00081%
1188	872	0.00080%
