#File	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Root_S5_R1_001.fastq.gz	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Root_S5_R2_001.fastq.gz
#Total	113348972
#Matched	97921687	86.38957%
#Name	Reads	ReadsPct
71654	3347	0.00295%
80535	3312	0.00292%
38712	3285	0.00290%
16114	3278	0.00289%
4385	3273	0.00289%
27327	3246	0.00286%
32794	3224	0.00284%
20978	3222	0.00284%
43314	3218	0.00284%
4230	3200	0.00282%
26158	3175	0.00280%
73220	3171	0.00280%
5077	3168	0.00279%
60648	3164	0.00279%
83066	3112	0.00275%
3892	3099	0.00273%
75890	3077	0.00271%
1617	3057	0.00270%
92218	3056	0.00270%
43816	3045	0.00269%
48056	3037	0.00268%
2060	3009	0.00265%
3107	2984	0.00263%
5369	2960	0.00261%
1399	2940	0.00259%
10719	2936	0.00259%
27397	2928	0.00258%
37164	2921	0.00258%
107361	2910	0.00257%
1404	2907	0.00256%
11194	2897	0.00256%
617	2879	0.00254%
21059	2877	0.00254%
34390	2873	0.00253%
6694	2871	0.00253%
9203	2850	0.00251%
64	2840	0.00251%
1863	2835	0.00250%
20280	2826	0.00249%
6400	2826	0.00249%
82644	2825	0.00249%
12022	2818	0.00249%
180746	2793	0.00246%
46280	2777	0.00245%
21742	2772	0.00245%
70591	2762	0.00244%
40627	2749	0.00243%
5640	2744	0.00242%
23484	2724	0.00240%
78491	2718	0.00240%
5515	2702	0.00238%
138485	2667	0.00235%
37968	2651	0.00234%
178958	2628	0.00232%
780	2612	0.00230%
16575	2610	0.00230%
81874	2603	0.00230%
40567	2552	0.00225%
2526	2538	0.00224%
27999	2537	0.00224%
3514	2534	0.00224%
55312	2511	0.00222%
10555	2501	0.00221%
3405	2490	0.00220%
16693	2486	0.00219%
95242	2481	0.00219%
816	2478	0.00219%
48156	2476	0.00218%
13276	2453	0.00216%
23158	2443	0.00216%
56678	2428	0.00214%
10729	2425	0.00214%
17304	2414	0.00213%
3765	2406	0.00212%
24342	2382	0.00210%
611	2375	0.00210%
3465	2362	0.00208%
1268	2361	0.00208%
12527	2359	0.00208%
15561	2347	0.00207%
1188	2334	0.00206%
46751	2330	0.00206%
10062	2327	0.00205%
223	2321	0.00205%
80494	2321	0.00205%
64817	2299	0.00203%
22758	2283	0.00201%
23570	2269	0.00200%
47079	2264	0.00200%
98905	2262	0.00200%
60425	2226	0.00196%
38728	2212	0.00195%
18671	2204	0.00194%
22182	2198	0.00194%
10830	2196	0.00194%
894	2179	0.00192%
80836	2160	0.00191%
7816	2159	0.00190%
11619	2158	0.00190%
27715	2153	0.00190%
25224	2152	0.00190%
137734	2140	0.00189%
23898	2131	0.00188%
855	2125	0.00187%
6720	2121	0.00187%
141	2093	0.00185%
7536	2089	0.00184%
3040	2082	0.00184%
17302	2077	0.00183%
1178	2063	0.00182%
39151	2063	0.00182%
27194	2058	0.00182%
6394	2037	0.00180%
51279	2034	0.00179%
3110	2028	0.00179%
42020	2028	0.00179%
2884	2027	0.00179%
11497	2024	0.00179%
32505	2024	0.00179%
24508	2008	0.00177%
2115	1996	0.00176%
4456	1993	0.00176%
113811	1987	0.00175%
7440	1984	0.00175%
919	1980	0.00175%
32695	1965	0.00173%
7051	1964	0.00173%
13043	1961	0.00173%
11468	1954	0.00172%
4854	1951	0.00172%
127039	1945	0.00172%
27259	1944	0.00172%
727	1943	0.00171%
166878	1932	0.00170%
916	1930	0.00170%
10098	1920	0.00169%
10376	1920	0.00169%
1206	1913	0.00169%
15803	1908	0.00168%
103094	1880	0.00166%
312	1871	0.00165%
82021	1864	0.00164%
868	1835	0.00162%
32952	1833	0.00162%
2232	1829	0.00161%
14446	1824	0.00161%
61	1823	0.00161%
2119	1820	0.00161%
1894	1818	0.00160%
25744	1793	0.00158%
251	1791	0.00158%
45007	1788	0.00158%
12910	1786	0.00158%
12386	1761	0.00155%
4569	1754	0.00155%
60957	1744	0.00154%
2338	1741	0.00154%
3681	1739	0.00153%
65044	1739	0.00153%
72504	1732	0.00153%
2409	1725	0.00152%
121056	1721	0.00152%
395	1718	0.00152%
14041	1717	0.00151%
19559	1717	0.00151%
82162	1712	0.00151%
40742	1710	0.00151%
25895	1708	0.00151%
4016	1708	0.00151%
6933	1701	0.00150%
138672	1690	0.00149%
16795	1690	0.00149%
83911	1682	0.00148%
6297	1678	0.00148%
92813	1674	0.00148%
127560	1667	0.00147%
13618	1657	0.00146%
59036	1648	0.00145%
6716	1647	0.00145%
264198	1646	0.00145%
87046	1624	0.00143%
16552	1623	0.00143%
81412	1618	0.00143%
32067	1614	0.00142%
1401	1611	0.00142%
56675	1610	0.00142%
3828	1602	0.00141%
4041	1599	0.00141%
4538	1599	0.00141%
19823	1593	0.00141%
7223	1590	0.00140%
8200	1587	0.00140%
9240	1587	0.00140%
105341	1577	0.00139%
20178	1575	0.00139%
811	1571	0.00139%
1962	1570	0.00139%
15889	1568	0.00138%
5421	1563	0.00138%
16946	1550	0.00137%
5126	1544	0.00136%
29476	1541	0.00136%
64488	1541	0.00136%
9318	1541	0.00136%
65242	1523	0.00134%
12218	1518	0.00134%
40056	1510	0.00133%
786	1507	0.00133%
13689	1504	0.00133%
34237	1493	0.00132%
1419	1492	0.00132%
61120	1488	0.00131%
13854	1482	0.00131%
34184	1473	0.00130%
6640	1472	0.00130%
838	1468	0.00130%
101988	1462	0.00129%
23625	1460	0.00129%
105273	1452	0.00128%
2854	1450	0.00128%
12027	1445	0.00127%
63693	1445	0.00127%
51725	1436	0.00127%
171129	1433	0.00126%
137228	1421	0.00125%
36222	1406	0.00124%
12626	1405	0.00124%
50093	1403	0.00124%
262337	1402	0.00124%
10040	1399	0.00123%
459	1398	0.00123%
5514	1392	0.00123%
44068	1391	0.00123%
5102	1380	0.00122%
51363	1377	0.00121%
8577	1377	0.00121%
6931	1371	0.00121%
180	1363	0.00120%
32723	1363	0.00120%
36219	1363	0.00120%
11186	1356	0.00120%
3437	1354	0.00119%
11421	1353	0.00119%
4482	1352	0.00119%
76457	1348	0.00119%
8584	1348	0.00119%
36825	1346	0.00119%
4771	1344	0.00119%
307	1343	0.00118%
102463	1339	0.00118%
3385	1324	0.00117%
37158	1312	0.00116%
34806	1307	0.00115%
11829	1304	0.00115%
2858	1303	0.00115%
4818	1298	0.00115%
8683	1297	0.00114%
26420	1292	0.00114%
31432	1286	0.00113%
8614	1282	0.00113%
9604	1280	0.00113%
128448	1279	0.00113%
14755	1258	0.00111%
27833	1258	0.00111%
34803	1252	0.00110%
36563	1251	0.00110%
13966	1249	0.00110%
71794	1246	0.00110%
8357	1237	0.00109%
9334	1237	0.00109%
8433	1234	0.00109%
68974	1230	0.00109%
51367	1227	0.00108%
88257	1222	0.00108%
